,genre_ids,id,overview,popularity,release_date,title,vote_average,vote_count,keyword,est_date
240,"[35, 10402, 10749]",413169,"Hridoyer Kotha (Bengali: হৃদয়ের কথা) is a Bangladeshi film released on 18 October 2006 directed by S.A. Haque Alik. Riaz produced the movie, the first time in his career. Notable songs in the film include Bhalobasbo Basbore Bondhu (Habib Wahid) and Jay Din Jay Ekaki (S.I. Tutul).",0.6,2006-10-18,Hridoyer Kotha,6.0,1,['Tut'],[-1332]
241,[35],43401,"A businessman returns back to home country, Egypt, after living for a long time abroad where he became a multi-millionaire. Upon his return, he starts a search for his daughter that he abandoned when he was young",1.886,2006-12-20,Ayazon,3.9,5,['Egypt'],[-3150]
242,"[28, 12, 10752]",1271,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",32.692,2007-03-07,300,7.2,11205,"['Sparta', 'Persia', 'Persian', 'Battle of Thermopylae', 'Thermopylae']","[-1000, -550, -550, -480, -480]"
243,[53],514338,"Youssef is a paparazzi photographer who discovers that his job is being facilitated by Rashid and Reem, two members of the Palestinian resistance. When the two are killed, Youssef returns to Egypt carrying a sensitive microfilm that must be delivered to Sheikh Soliman in Palestine.",0.626,2007-01-01,Jubaa,6.0,1,['Egypt'],[-3150]
244,[35],26469,"Max Solomon faces the awful truth that he will never be a writer. So, in a desperate attempt to find his true calling, he turns to crime. In this inventive comedy, three friends have their lives turned upside down when one of them realizes that larceny might be his best skill.",2.566,2007-03-10,Skills Like This,5.5,6,['Solomon'],[-970]
245,[18],14066,"The story of Romulus, his beautiful wife, Christina, and their struggle in the face of great adversity to bring up their son, Raimond. It is a story of impossible love that ultimately celebrates the unbreakable bond between father and son.",4.829,2007-05-31,"Romulus, My Father",5.8,28,['Romulus'],[-753]
246,"[35, 18, 10751, 10402, 10749, 10770]",13649,"The East High Wildcats are gearing up for big fun as they land the coolest summer jobs imaginable. Troy, Gabriella, Chad, and Taylor have scored sweet gigs at the Lava Springs Country Club owned by Sharpay and Ryan's family. Sharpay's first rule of business: Get Troy. As Troy experiences a life of privilege he's never known, will he give up the Wildcats and Gabriella to rise to the top?",24.415,2007-08-17,High School Musical 2,6.5,3181,['Troy '],[-3000]
247,[35],82254,A pair of Italian filmmakers go to Rome to find a star for their first project.,0.872,2007-11-16,L'abbuffata,6.5,1,['Rome'],[-753]
248,[18],17495,A Brooklyn postal worker follows her Egyptian boyfriend to Cairo where she takes belly-dancing lessons from a legendary but disgraced Egyptian dancer.,3.661,2007-12-11,Whatever Lola wants,6.2,23,['Egypt'],[-3150]
249,"[80, 18, 9648]",111293,"Cathy and Frank partner with a beautiful insurance investigator to recover a stolen masterpiece. Frank is smitten with her, even though it becomes more apparent she may be the mastermind behind the theft. Stars Lea Thompson, Joe Penny and Billy Moses.",2.31,2008-01-12,Jane Doe: Eye of the Beholder,7.7,5,['Moses'],[-1250]
250,[35],7278,"The heroic Leonidas, armed with nothing but leather underwear and a cape, leads a ragtag group of 13 Spartans to defend their homeland against the invading Persians (whose ranks include Ghost Rider, Rocky Balboa, the Transformers, and a hunchbacked Paris Hilton). No one is safe when the Spartans take on the biggest icons in pop culture!",20.256,2008-01-24,Meet the Spartans,4.0,1245,"['Sparta', 'Persia', 'Persian', 'Leonidas']","[-1000, -550, -550, -540]"
251,"[35, 18, 10749]",71855,"Shinya is in debt as a result of his gambling habit. He attempts to defraud an old woman with a bank transfer scam, but the woman reminds him of his late mother and they start to relate to each other. Meanwhile, Shinya meets a girl called Hisako in town, and ends up helping her to find out the whereabouts of an unsuccessful comedian, Raita, whom her mother was in love with in her youth. Shinya's father, Ryutaro, is disowned by his son after his wife's death. When Ryutaro meets a homeless man called Moses, he starts living on the street as well. One day when the old woman dies, Moses comes to the deceased and confesses his past. Subsequently Shinya resumes communicating with his father Ryutaro.",0.652,2008-01-26,Flowers in the Shadow,7.0,2,['Moses'],[-1250]
252,[35],17631,"Gianni is a middle-aged man living in Rome with his imposing and demanding elderly mother. His only outlet from her and the increasing debt into which they are sinking, are the increasingly frequent quiet sessions at the local tavern. As an Oriental saying goes, 'Moments of crisis are moments of opportunities'. These appear during the celebration of the holiday of Ferragosto on 15 August. That's when everybody leaves town to have fun. Opportunity knocks on Gianni's door in the most unexpected way.",5.183,2008-04-30,Mid-August Lunch,6.8,85,['Rome'],[-753]
253,[18],470126,An Egyptian guy who loves Boxing . He left his home and travelled to Cairo to train . He loved a girl but her dad refused him . He fights to be the World Champion,1.152,2008-07-04,Helm Al Omr,6.0,2,['Egypt'],[-3150]
254,"[35, 10749]",57519,"Film is in the form of satire, movie review the crises facing the Egyptian people, particularly the suffering of the popular classes . Belongs ""Haitham Daboor"" Ahmed Mekki, a rich family, cares about trivial matters Fashion and multiple love relationships, but it is exposed to a variable in his life and his father is an entry prison on charges of false tries to save his father, Haitham, which leads him to shift from one person to another measly serious and committed and engaged seriously with life, and in the context of the events is in love with Haitham ""Aroah"", the daughter of his driver, a girl from the popular",2.878,2008-08-01,H Dabbour,5.5,16,['Egypt'],[-3150]
255,[],182596,An Egyptian businessman who got an enchanted necklace of good luck. One day it got stolen and he begins a journey to get back his stolen necklace,3.149,2008-08-01,Boshkash,5.7,8,['Egypt'],[-3150]
256,[18],149730,"In an instant their lives were changed forever. Now on an adventure half way across the world, four friends search for answers that will lead them to the Great Wall of China - pushing their friendships to the limits. To survive a journey that will save or destroy their lives will take the Heart of a Dragon",1.29,2008-09-05,Heart of a Dragon,9.5,1,['Great Wall'],[-220]
257,[10402],276687,"Paul Wilburs best-selling albums Shalom Jerusalem and Jerusalem Arise are visually capturing two magnificent worship events. Recorded LIVE in Jerusalem, these DVDs feature Messianic worship songs that are as rich and deep as the history of that holy city including the Jewish classics Roni Roni, Hinei Ma Tov and Kadosh as well as newer songs like Praise Adonai, Let The Weight Of Your Glory Fall and Days Of Elijah. The stunning visuals are sure to impact the Church as well.",1.838,2008-11-04,Paul Wilbur - Shalom Jerusalem,5.3,2,['Jerusalem'],[-2800]
258,"[10749, 10770, 18, 10751]",123883,"Fourteen years after a tragic accident, former Olympian figure skater Amy Clayton agrees to coach a young student. In doing so, she must face the demons of her past and embark upon a journey of healing her shattered life and broken relationships. Being on the ice unearths painful memories while simultaneously re-awakening a quest and a dream she thought she had left behind.",1.993,2009-01-23,Ice Dreams,6.7,16,['Olympia'],[-776]
259,"[12, 10751]",89358,"Norwegian engineers are searching for oil and Egon Olsen convinces his friends to buy stocks in the oil market. In the process, Egon, stumbles upon a scheme to fool the Norwegian Government that there is indeed no traces of oil in the North Sea. The Olsen Gang tries to tell the ministry the truth about the oil but they are caught by Sheik El-Altan who, in order to make sure the boys keep their mouths shut, kidnaps Valborg and brings her to Egypt.",0.84,2009-01-30,The Junior Olsen Gang and the Black Gold,5.5,2,['Egypt'],[-3150]
260,[],167325,"Includes the complete concert from Petra, Jordan, recorded on October 12, 2008, which would have been the tenor’s birthday. With pop, opera and classical stars, the concert highlights every aspect of Pavarotti’s varied career.",0.876,2009-02-24,The Tribute to Pavarotti One Amazing Weekend in Petra,10.0,1,['Petra'],[-1200]
261,[18],147196,"Running the streets of Rome in 1960, an unknown, barefooted Ethiopian man stunned the world by winning Olympic gold in the marathon. Overnight, Abebe Bikila became a sports legend. A hero in his own country and to the continent, Bikila was the first African to win a gold medal, and four years later in Tokyo would become the first person in history to win consecutive Olympic gold medals in the marathon.",3.308,2009-03-09,The Athlete,6.3,8,['Rome'],[-753]
262,"[35, 18]",56400,"Garage owner Angelo and big-time film producer Alberto find themselves occupying neighbouring beds in a Rome hospital after suffering heart attacks. Alberto is a gregarious joker - and chain smoker - who has a strong effect on the impressionable Angelo. However, as one of the men's condition deteriorates, the other becomes more deeply involved in his personal life.",3.106,2009-04-17,A Matter of Heart,6.2,56,['Rome'],[-753]
263,"[10749, 18]",37810,"A beautifully affecting love story that has rightly earned comparisons to Brokeback Mountain, Haim Tabakman's potent yet impeccably restrained tale has won awards and accolades at film festivals the world over. Aaron, a pillar in Jerusalem's Orthodox community is respected by friends and family. However, when he hires handsome runaway student Ezri to assist with his business, sexual tensions bristle and the pair cautiously embark on a love affair. Meanwhile, a neighbouring shopkeeper persists in seeing a man of her own choosing, even though she's been promised by her father to another. As forbidden truths come to the fore, these lovers are forced to either confront or relent in the face of a centuries-old religious community, with startling results.",2.648,2009-05-20,Eyes Wide Open,6.6,51,['Jerusalem'],[-2800]
264,"[10752, 18, 10749]",82405,"The Mesopotamian Marshes, at the delta of the Euphrates and Tigris rivers, in the south of Iraq. This is where Mastour and Zahra grow up. Shortly after their marriage, Mastour and Zahra are forced to separate when the Gulf War breaks out. On the battlefield, Mastour befriends Riad, a young soldier from Baghdad. Mortally wounded, Mastour makes Riad promise to protect Zahra when the war is over. When Riad arrives in the village, he falls deeply in love with Zahra. But unable to bear the loss of her husband, Zahra shuts herself off. In this completely foreign environment that is hostile to this newcomer, and as a new conflict is on the verge of inflaming the whole area, Riad will do the impossible to find his place.",0.6,2009-05-27,Dawn of the World,5.0,3,['Tigris'],[-1700]
265,[18],203529,"Love, passion, responsibility and loss follow a man over the course of half a century in this powerful drama from Egypt. In 1948, Hassan (Khaled El Nabawy) is working his first day on the job for a telegraph company when he has to deliver a telegram to Noura (Cyrine Abdelnour), a beautiful woman who is waiting on a ship docked in the harbor. The message is from Noura's fiancé, but when Hassan sees her, he acts on an impulse, and by the end of the day he's slept with Noura. In 1973, Hassan crosses paths with Noura again; her brother is in the hospital, and Hassan happens to meet Nadia, the beautiful woman's daughter who he may have fathered. And in 2001, elderly Hassan (now played by Omar Sharif) visits Cairo and meets Ali, Nadia's son, and both are taken aback at the similarities between them.",0.653,2009-06-25,The Traveller,8.0,2,['Egypt'],[-3150]
266,"[28, 36]",248654,The beautiful and dangerous slave trader Druscilla practises all the customs of Ancient Rome - everything in Excess. But even excess can have its limits and the punishments can be very severe if she crosses the line with Flavius and risks falling out of favor.,3.492,2009-09-07,Caligula's Spawn,4.8,4,"['Rome', 'Ancient Rome']","[-753, -300]"
267,[18],44096,"A female talk show host in Cairo, Egypt, stirs up a political controversy when she focuses her on-air discussions on the topic of women's issues.",1.412,2009-10-18,"Scheherazade, Tell Me a Story",6.1,14,['Egypt'],[-3150]
268,[35],25065,"Lars Hjortshøj er nu klar med sit største stand-up show i 20 år. Et show som både hans hustru, mor og Moses har forsøgt at stoppe med alle midler. Men Hjortshøj insisterer på at give sin uforfalskede version af virkeligheden. Sådan som kun han kan se den. Uden at skåne sig selv .... eller publikum.",0.963,2009-10-27,Lars Hjortshøj: I Virkeligheden,4.8,4,['Moses'],[-1250]
269,"[18, 10749]",216728,"With background experience for entrepreneurship in Egypt, Azzam was not discouraged even to start business on its own. But how to get married, it is always alluded to by his mother. Women who his admired, Anna Althafunnisa has been proposed by his best friend. Whereas with Eliana whom he not love, it create much confusion. Azzam also trying to find his moorings, although quite a lot of the barriers that they face, which then makes it almost hopeless.",0.6,2009-12-10,Ketika Cinta Bertasbih 2,6.0,1,['Egypt'],[-3150]
270,[],65725,"he story is real story that tells about a man's life who has a very influential philosopher that had lived in between 1877-1960. His name is 'Said Nursi' and he is originally Kurdish. But, he speaks perfectly Turkish, Kurdish, Arabic, and Persian. He wrote and compiled too many books that had aimed to develop personal beliefs, the belief of faith, brotherhood, philanthropy, the loyalty of state, moreover, discovering the problems in Turkey; the reasons of weakness, poorness, ignorance, untutored, divisions in society, divergence, estrangement of ethics, religion. And to find the solutions of those problems.. And his struggle for doing this toward a secret committee..",0.6,2010-01-01,Free Man,4.0,5,"['Persia', 'Persian']","[-550, -550]"
271,[],107206,"This film is a biography of a friendship. Set in the indie rock utopia of an evergreen forested Olympia Washington of the early 90's, this film chronicles the journey of the love of three friends from childhood to adulthood over a span of 20 years. Nestled in the mythology of bands such as Beat Happening, Bikini Kill, Unwound, and the Melvins, the story of KARP is the story of a childhood love forced to make adult changes in order to survive an adult world and how the choices we face as we follow our dreams affect those whom we love most. It is the story of how so often the thing that frees you can become your largest obstacle.",0.6,2010-01-01,Kill All Redneck Pricks: KARP LIVES! 1990-1998,6.0,1,['Olympia'],[-776]
272,"[12, 35]",48662,An Egyptian comedy.,0.6,2010-01-13,Eh Al-Nizam,5.0,1,['Egypt'],[-3150]
273,"[28, 18, 36, 10752]",153779,"Solomon, Prophet and the King, has asked God to give him an ideal kingdom which has never been given to anybody before. He is told to prepare himself and his subjects with evil and unearthly creatures that haunt the men.",1.213,2010-10-08,The Kingdom of Solomon,6.8,8,['Solomon'],[-970]
274,[18],295187,"An autobiographical drama adapted from a book by Anna Maria Scicolone. Loren is the illegitimate daughter of Riccardo Scicolone and Romilda Villani, a sharp but calculating woman still reeling from the pain of a missed shot at movie stardom. Now facing single parenthood, Villani manages to rise above circumstances, but transfers her own broken dreams to the young Sophia, relocating to Rome and using the girl's delicate beauty to draw the attention of the film and modeling worlds.",0.665,2010-03-14,My House Is Full of Mirrors,7.0,1,['Rome'],[-753]
275,[18],54083,"A symphony in three movements. Things such as a Mediterranean cruise, numerous conversations, in numerous languages, between the passengers, almost all of whom are on holiday... Our Europe. At night, a sister and her younger brother have summoned their parents to appear before the court of their childhood. The children demand serious explanations of the themes of Liberty, Equality and Fraternity. Our humanities. Visits to six sites of true or false myths: Egypt, Palestine, Odessa, Hellas, Naples and Barcelona.",3.075,2010-05-19,Film Socialisme,6.1,39,['Egypt'],[-3150]
276,[18],243139,"Noa (Achinoam Nini), a popular Israeli singer of Yemenite descent, prepares for a concert in Jerusalem. She is interrupted by an old Arab man who claims to have been a close friend her great grandmother. He tells her about Mazal, a Jewish child-bride (Hadar Ozeri) from Yemen, who preserves her religion, culture, family and her unique art, surviving the harsh, violent conditions of Jerusalem and the Holy Land in the late 19th through the mid-20th centuries. She becomes the mother of two, a young widow (Galit Giat), and the family's breadwinner through her skills as a jeweler in gold and silver. In time, a woman of property (Timna Brauer) and an ardent patriot, she prevails through the unfolding bloody decades while living in the Old City of Jerusalem. She heads a family of extraordinary, unforgettable characters and grows old in strength and determination, remaining true to her traditions and ideals.",0.6,2010-06-01,The Golden Pomegranate,6.0,1,['Jerusalem'],[-2800]
277,[10751],84292,"The Dorothy the Dinosaur television series comes to home video as Dorothy shares her Memory Book with Wags the Dog, and they relive many amazing adventures played to familiar Wiggles tunes. Special guest vocalists including Francis Awaritefe, Rachael Beck, Troy Cassar-Daley, Kathy Gothadjaka, David Hobson, Jane Kennedy, John Rowe, Leo Sayer and Don Spencer.",0.653,2010-07-14,The Wiggles Present: Dorothy the Dinosaur,4.8,2,['Troy '],[-3000]
278,[18],45705,"Dominican Republic is under the sway of dictator Rafael Leonidas Trujillo Molina, who has ruled the country with an iron fist since 1930. The Mirabal Sisters, Patria, Minerva, and María Teresa, involved in an underground movement against the government, dared to defy the dictator. But this act of bravery and courage leads to tragic consequences.",2.008,2010-07-29,Tropic of Blood,5.7,7,['Leonidas'],[-540]
279,[18],208205,"When a devastating lacrosse hit turns Solomon White's world upside down, he's challenged to find a new perspective on life in more ways than one. Inspiration arrives in the form of Wren, a blind girl with a strong faith in God who captures his heart.",1.554,2010-10-05,Upside,6.5,2,['Solomon'],[-970]
280,"[28, 12, 35, 80, 53]",39514,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",22.922,2010-10-13,RED,6.7,5511,['Moses'],[-1250]
281,[10402],60298,Live In Rome (2004),0.6,2010-11-03,Eros Ramazzotti: Eros Roma Live,4.8,3,['Rome'],[-753]
282,[18],85441,"Three women seek justice due to the difficult daily situation which sexual harassment causes in the streets of Cairo, Egypt.",2.726,2010-12-22,"Cairo 6,7,8",7.9,41,['Egypt'],[-3150]
283,[35],84377,"Dileep plays Solomon in Marykkundoru Kunjadu, a village simpleton who has been nicknamed Kunjadu, since he is adept at getting beaten up by people. In love with Mary (Bhavana) and at loggerheads with her three gigantic brothers, life isn't easy for Solomon. When he befriends a giant of a man who calls himself Vishnu (Biju Menon) and whom he saves from a well, Solomon starts life afresh, and learns to set his spine straight for once.",1.604,2010-12-25,Marykkundoru Kunjaadu,6.8,18,['Solomon'],[-970]
284,[18],133155,"“Lust” takes us into the lives of the inhabitants of a marginalised street in Alexandria, Egypt, before the revolution. Each character is isolated in their fierce, yet fragile dreams, including Umm Shooq, who has deserted her wealthy family to marry the man she loves. She has settled into a life of poverty when an unexpected challenge forces her to make the most difficult decision of her life. (from dohafilminstitute.com)",0.6,2011-01-05,Lust,6.3,4,['Egypt'],[-3150]
285,"[18, 10749]",81215,A young Tutsi woman and a young Hutu man fall in love amid chaos; a soldier struggles to foster a greater good while absent from her family; and a priest grapples with his faith in the face of unspeakable horror.,3.248,2011-01-24,Kinyarwanda,6.0,7,['Tut'],[-1332]
286,"[18, 10749]",60039,Cyrus and April meet randomly online and they start getting close but they never reveal their true identities. But patience runs out and they finally decide to meet. Somehow April manages to find out his true identity but Cyrus fails to do so. April thinks that Cyrus is too good for her and tries to sulk away in the fear of rejection whereas Cyrus looks for her everywhere as she was the only one who could understand him as a friend and as a lover. Will Cyrus and April finally meet? Will Cyrus accept April for what she really is? Will April find the courage to be herself and claim the life she's always wanted?,0.6,2011-02-11,Aashiqui.in,10.0,1,['Cyrus'],[-550]
287,"[18, 53]",101173,"Caius Martius, aka Coriolanus, is an arrogant and fearsome general who has built a career on protecting Rome from its enemies. Pushed by his ambitious mother to seek the position of consul, Coriolanus is at odds with the masses and unpopular with certain colleagues. When a riot results in his expulsion from Rome, Coriolanus seeks out his sworn enemy, Tullus Aufidius. Together, the pair vow to destroy the great city.",9.207,2011-02-14,Coriolanus,5.9,325,['Rome'],[-753]
288,"[28, 12]",62149,"Based loosely on the 16th century historical document entitled ‘The Malay Annals’, ’The Chronicles of Merong Mahawangsa’ is an action-packed epic feature film, with mythical characters, magical moments and dazzling visual-effects sequences. Merong Mahawangsa was a descendant of Alexander the Great, a renowned naval captain and traveler who came to Asia several hundred years ago.",2.53,2011-03-10,Clash of Empires: The Battle for Asia,4.4,15,['Alexander the Great'],[-356]
289,"[35, 10770]",61372,"In LONG STORY SHORT, Colin Quinn focuses his articulate brand of comedy on the demise of empires, including our own. More than standup comedy, LONG STORY SHORT is a hilarious blend of incisive observation, sharp commentary, and Colin's channeling of the personalities of the past. From Socrates to Snooki, Quinn is at his satirical best, taking on the attitudes, appetites and bad habits that toppled the world's most powerful nations. Long Story Short proves that throughout human history, the joke has always been on us.",1.187,2011-04-09,Colin Quinn: Long Story Short,6.6,8,['Socrates'],[-469]
290,[35],61942,"Piero Cicala is an adult singer who leads a modest life in the shadow of the only moment of glory lived in the eighties, thanks to a song that earned him a million records sold. Just when it seems that fame is definitively confined to the past, Piero receives the proposal to conduct a broadcast in Rome. Accepted the offer, he goes to the capital, where he will meet the famous Tatia Cortès, an irrepressible showgirl...",2.196,2011-04-15,"Se sei così, ti dico sì",4.8,36,['Rome'],[-753]
291,"[18, 36]",401287,Based on the autobiography of Egyptian poet Ahmed Fouad Negm.,0.6,2011-06-01,El Fagommi,4.5,1,['Egypt'],[-3150]
292,"[35, 18]",106530,"In this bittersweet family comedy, shy teenager Libby moves back to Israel to live with her hapless father Shaul, unexpectedly finding herself without a home as war breaks out around them. Shaul devises a creative solution: posing as refugees, they are taken in by a wealthy family in Jerusalem. Finally in a “normal” household, Shaul and Libby begin to build their father-daughter relationship, but their false identities can’t last forever.",1.4,2011-10-09,Off White Lies,6.4,5,['Jerusalem'],[-2800]
293,[],103386,"The film belongs to the Romantic Comedy and reflects the personality of the man which is half Egyptian and half African-called ""Bashir"" and spoke relationship between him and ""bibo"" embodied by Menna Shalaby, where circumstances compelled him to live with her",1.593,2011-08-30,Bibo and Beshir,6.3,4,['Egypt'],[-3150]
294,[18],226305,"About the emotional upheaval of a Palestinian couple's last moments before leaving voluntarily Jerusalem, their native city, to forge a brighter future in France.",0.6,2012-05-23,Last Days in Jerusalem,4.3,2,['Jerusalem'],[-2800]
295,[35],142995,"Back from traveling the world, comedian Tom Rhodes takes to the stage of Colorado's Boulder Theater for this blistering hour-long performance.",0.964,2012-01-01,"Tom Rhodes: Light, Sweet, Crude",4.0,1,['Rhodes'],[-292]
296,[35],134642,"The best-selling comedy franchise returns and features some of the most raw and hilarious talent including: Capone (TV's ""Showtime at the Apollo""), Lil' Duval (TV's ""BET's Comicview""), Tony Roberts (Comedy Only in da Hood) and Jay Pharoah (TV's ""Saturday Night Live""). 'All Star Comedy Jam - Live from Orlando' was filmed at Hard Rock Live, in front of a live audience during the All-Star Weekend in Orlando, FL.",1.794,2012-10-09,All Star Comedy Jam: Live from Orlando,6.7,3,['Pharoah'],[-3150]
297,[18],370926,"Set against the backdrop of the unrest during the pre-revolution period of January 25, 2011, by following the stories of six relationships in different stages that express ambition, happiness and disappointments, that are connected with Asham , a street vendor, who expresses optimism about Egypt's future.",0.665,2013-06-19,Asham,6.5,2,['Egypt'],[-3150]
298,[],158102,"Living in New Zealand in 1981 amid high racial tension, Willie, a half-Samoan teenager, is coming into his own. With an unpredictable father, Willie spends most of his time working at a department store or taking care of his little brother, Solomon. A chance encounter at work with an eccentric and charming “shopper” named Bennie lures Willie into a world without rules. As Willie begins to find a place in Bennie’s reckless nest of criminals, Solomon grows increasingly vulnerable to their father’s violent tendencies.",1.283,2013-01-18,Shopping,5.8,4,['Solomon'],[-970]
299,[],169322,"A tale about the most viewed video in the history of internet. Rome Rises, Lera Lou, Art Coley, Jenina Mode, Nina Delicious. Here comes the Manic Pixie Dream Girls. A #littlesecretfilm",0.6,2013-02-01,Manic Pixie Dream Girl,4.5,1,['Rome'],[-753]
300,"[35, 18]",244843,"In this dark comedy, an Egyptian scientist (Khaled Saleh) makes an important discovery, but is neglected by the Egyptian Ministry of Scientific Research. The only person who supports him is his daughter.",0.874,2013-03-06,Black February,6.0,1,['Egypt'],[-3150]
301,[35],178946,"Craig Ferguson unleashes his trademark stream-of-consciousness comedy before a sold-out crowd, riffing on fatherhood, Helen of Troy and shark penises. His show's not safe for kids -- or the easily offended.",1.635,2013-03-14,Craig Ferguson: I'm Here to Help,6.1,21,['Troy '],[-3000]
302,[18],179144,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",12.887,2013-05-21,The Great Beauty,7.5,2478,['Rome'],[-753]
303,"[35, 10749]",196313,Akash nd Ishkq meet on a train from Rome to Paris and spend a romantic evening in the city.,0.784,2013-05-24,Ishkq in Paris,4.8,5,['Rome'],[-753]
304,[18],199153,"When Ester becomes King Xerxes’ queen, her Cousin Mordecai and that despicable Haman engage in a dangerous game of intrigue for control of the young Persian King Xerxes.",17.344,2013-05-31,The Book of Esther,6.0,12,"['Persia', 'Persian', 'Xerxes']","[-550, -550, -550]"
305,"[80, 18]",201010,An accident involving a 16-years old prompts private eye Corso to an investigation that will unearth a deep web of corruption in today's Rome.,3.077,2013-06-20,Cha cha cha,5.7,23,['Rome'],[-753]
306,"[36, 28, 18]",206324,"The true story of the ""Flying Sikh"" world champion runner and Olympian Milkha Singh who overcame the massacre of his family, civil war during the India-Pakistan partition, and homelessness to become one of India's most iconic athletes.",8.262,2013-07-12,Bhaag Milkha Bhaag,7.5,178,['Olympia'],[-776]
307,"[28, 35, 80, 53]",146216,Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,36.536,2013-07-18,RED 2,6.5,3274,['Moses'],[-1250]
308,[35],232082,"Turbulent comedy about two Palestinian brothers who smuggle the dead body of their father from Jerusalem to Ramallah with the Israeli Police, a bunch of terrorists and the Russian Mafia breathing down their necks.",0.775,2013-08-23,45 Minutes to Ramallah,5.2,6,['Jerusalem'],[-2800]
309,[18],215520,"In one of the most extraordinary nights in the history of Egypt, the prisons were suddenly opened, leaving thousands of prisoners wandering the desert. Among them was one man trying to find his way in a city that is rapidly changing for good.",0.6,2013-09-09,Rags & Tatters,5.8,6,['Egypt'],[-3150]
310,"[53, 18, 28]",224076,"An inspirational true story.  On what seemed like any other day, Elders Travis Tuttle (Corbin Allred) and Andrew Propst (Maclain Nelson) are approached by Nikolai (Nikita Bogolyubov) to teach a friend. But then the missionaries experience the unimaginable - they are kidnapped, beaten, and held for ransom. While their families, friends, and the world pray for their safe release, Tuttle and Propst are tested physically, emotionally, and most of all spiritually.",3.352,2013-10-09,The Saratov Approach,6.0,22,['Tut'],[-1332]
311,"[18, 10751]",275026,"With Egypt Valley Church out of funds and out of touch with the community, pastor Evan Bennett sets out to change things for the better. But there's a problem... One family doesn't like change, and is willing to do ANYTHING to stop him. How far will they go to preserve the Status quo ?",0.629,2013-10-11,Seven Deadly Words,6.0,1,['Egypt'],[-3150]
312,"[12, 18, 36]",169881,"England, 1021. Rob Cole, a boy born in a miserable mining town, swears to become a physician and vanquish disease and death. His harsh path of many years, a quest for knowledge besieged by countless challenges and sacrifices, leads him to the remote Isfahan, in Persia, where he meets Ibn Sina, the greatest healer of his time.",12.328,2013-12-25,The Physician,7.3,859,['Persia'],[-550]
313,[],509606,"Cleopatra, the alluring and fascinatingly ambiguous Queen of Egypt, has bewitched the great Mark Antony, soldier, campaigner and now one of the three rulers of the Roman Empire. When Antony quarrels with his fellow leaders and throws in his lot with Cleopatra, his infatuation threatens to split the Empire in two.",0.6,2014-01-01,Antony and Cleopatra - Live at Shakespeare's Globe,8.8,2,"['Egypt', 'Mark Antony', 'Cleopatra', 'Roman Empire']","[-3150, -83, -51, -27]"
314,[18],253299,"When an old adversary threatens Rome, the city calls once more on her hero and defender: Coriolanus. But he has enemies at home too. Famine threatens the city, the citizens’ hunger swells to an appetite for change, and on returning from the field Coriolanus must confront the march of realpolitik and the voice of an angry people.",3.118,2014-01-29,National Theatre Live: Coriolanus,8.5,24,['Rome'],[-753]
315,"[80, 18]",254166,"At age 19, Stratos committed a crime of passion. He spent half his life in prison, where underground boss Leonidas took him under his wing. One day during a rival gang attack, Leonidas saved his life. Stratos never forgot this.  A free man now, Stratos works the night shift at a bakery workshop, a far cry from the killing contracts he executes by day. He gives away all his money to spring Leonidas out of prison, funding an escape plan managed by Leo’s brother, Yorgos.  The fulfillment of his debt is the only thing that matters to Stratos, everything else is indifferent and he lives detached, surrounded by ghosts and fallacies. The day of the escape, the most important day of his life, is near…",2.643,2014-03-27,Stratos,6.6,25,['Leonidas'],[-540]
316,"[28, 18]",53182,"Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. Themistokles faces the massive invading Persian forces led by mortal-turned-god, Xerxes and Artemesia, the vengeful commander of the Persian navy.",47.553,2014-03-05,300: Rise of an Empire,6.1,5300,"['Persia', 'Persian', 'Xerxes']","[-550, -550, -550]"
317,[18],281968,"The story is one of an architect that has lost his inspiration and goes looking for those motivations that pushed him as a youngster to take up the profession. Inspiring him was the baroque movement and all of its artifices: the Guarini in Turin and the Borromini in Rome. The film’s central story ends up being the love story that develops between architecture, artistic inspiration and feelings.",1.651,2014-08-01,La Sapienza,5.9,20,['Rome'],[-753]
318,[],682017,"OMG Volume 2 is the Top 50 Incidents in WCW.  Volume one focused  on WWE and Volume two will be just WCW history.  Relive iconic moments such as  Hulk Hogan joining the n.W.o., Magnum T.A. and Tully Blanchard s infamous I Quit Match , the Horsemen assaulting Dusty Rhodes and dozens of others in this countdown.",0.6,2014-08-12,WWE: OMG! Volume 2 - The Top 50 Incidents in WCW History,8.0,1,['Rhodes'],[-292]
