Title,Release date,Time Period,Start Time,End Time,Location,genre_ids,movie_id,original_language,overview,popularity,title,video,vote_average,vote_count,genres,name,keywords,Full Location,latitude,longitude,ARS
Mansfield Park,2007,early 1900 ,1814,1814,UK,[18],16236,en,"In Mansfield Park, poverty-stricken Fanny Price is sent away to live with her wealthy uncle and aunt at Mansfield Park. As she struggles to adapt to her new lifestyle she begins to attract the attentions of suitors, learning about the sexual politics of high society along the way.",10.178,Mansfield Park,FALSE,6,85,['Drama'],"Billie Piper, Blake Ritson, Hayley Atwell, Michelle Ryan, Joseph Beattie, Rory Kinnear, Douglas Hodge, James D'Arcy, Catherine Steadman, Jemma Redgrave, Maggie O'Neill, Julia Joyce, Tara Berwin, Lucy Hurst, Zachary Elliott-Hatton, Greg Sheffield, Joseph Morgan",,United Kingdom,54.7023545,-3.2765753,14
The Count of Monte Cristo,1934,1815-1838,1815,1838,France,"[18, 12]",43691,en,"After greedy men have Edmound Dantes unjustly imprisoned for 20 years for innocently delivering a letter entrusted to him, he escapes to revenge himself on them.",9.088,The Count of Monte Cristo,FALSE,6.5,33,"['Drama', 'Adventure']","Robert Donat, Elissa Landi, Louis Calhern, Sidney Blackmer, Raymond Walburn, O. P. Heggie, Irene Hervey, Georgia Caine, Walter Walker, Lawrence Grant, Luis Alberni, Douglas Walton, Juliette Compton, Clarence Wilson, Eleanor Phelps","prison, napoleon bonaparte, revenge, escape, dungeon",France,46.603354,1.8883335,19
Les Miserables,1934,1815-1832,1815,1832,France,"[18, 80, 36]",67532,fr,"The lives of numerous people over the course of 20 years in 19th century France, weaved together by the story of an ex-convict named Jean Valjean on the run from an obsessive police inspector, who pursues him for only a minor offense.",4.733,Les Misérables,FALSE,7.9,39,"['Drama', 'Crime', 'History']","Harry Baur, Paul Azaïs, Florelle, Josseline Gaël, Jean Servais, Orane Demazis, Charles Dullin, Marguerite Moreno, Gaby Triquet, Charles Vanel, Max Dearly, Émile Genevois, Henry Krauss, Georges Mauloy, Lucien Nat, Robert Vidalin, Albert Broquin","redemption, ex-con, cosette, straight",France,46.603354,1.8883335,4
Les Miserables,1935,1815-1832,1815,1832,France,"[18, 36, 10749]",43893,en,"In early nineteenth-century France Jean Valjean, an ex-convict who failed to report to parole, is relentlessly pursued over a twenty-year period by Javert, an obsessive policeman.",3.623,Les Misérables,FALSE,7.1,39,"['Drama', 'History', 'Romance']","Fredric March, Charles Laughton, Cedric Hardwicke, Rochelle Hudson, Florence Eldridge, Frances Drake, John Beal, Jessie Ralph, Mary Forbes, Florence Roberts, Jane Kerr, Ferdinand Gottschalk, Charles Haefeli, Marilyn Knowlden, John Bleifer, Eily Malyon, John Carradine, Bess Flowers, Robert Greig, Kai Schmidt",based on novel or book,France,46.603354,1.8883335,45
Les Miserables,1995,1815-1832,1815,1832,France,[18],48750,fr,"In France during World War II, a poor and illiterate man, Henri Fortin (Jean-Paul Belmondo), is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",6.137,Les Miserables,FALSE,7,50,['Drama'],"Jean-Paul Belmondo, Michel Boujenah, Alessandra Martines, Salomé Lelouch, Annie Girardot, Philippe Léotard, Philippe Khorsand, Ticky Holgado, Rufus, Nicole Croisille, William Leymergie, Jean Marais, Micheline Presle, Darry Cowl, Clémentine Célarié, Daniel Toscan du Plantier, Margot Abascal","paris, france, nun, boxer, lawyer",France,46.603354,1.8883335,7
Emma,1996,early 1900 ,1815,1815,UK,"[10749, 35, 18]",3573,en,"Emma Woodhouse is a congenial young lady who delights in meddling in other people’s affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly.",16.31,Emma,FALSE,6.7,481,"['Romance', 'Comedy', 'Drama']","Gwyneth Paltrow, Toni Collette, Alan Cumming, Ewan McGregor, Jeremy Northam, Greta Scacchi, Juliet Stevenson, Polly Walker, Sophie Thompson, Denys Hawthorne, James Cosmo, Phyllida Law, Kathleen Byron, Edward Woodall, Brian Capron, Karen Westwood, Rebecca Craig, Angela Down, John Franklyn-Robbins, Ruth Jones, Lee Boardman","based on novel or book, picnic, matchmaking, english countryside, 19th century, based on novel or book, picnic, matchmaking, english countryside, 19th century, based on novel or book, picnic, matchmaking, english countryside, 19th century, based on novel or book, picnic, matchmaking, english countryside, 19th century",United Kingdom,54.7023545,-3.2765753,33
Emma,1996,early 1900 ,1815,1815,UK,"[35, 18, 10749]",12254,en,"Emma Woodhouse has a rigid sense of propriety as regards matrimonial alliances. Unfortunately she insists on matchmaking for her less forceful friend, Harriet, and so causes her to come to grief. Through the sharp words of Mr. Knightley, and the example of the opinionated Mrs. Elton, someone not unlike herself, Emma's attitudes begin to soften.",8.417,Emma,FALSE,6.6,93,"['Comedy', 'Drama', 'Romance']","Kate Beckinsale, Mark Strong, Samantha Morton, Raymond Coulthard, Olivia Williams, Bernard Hepton, Samantha Bond, James Hazeldine, Dominic Rowan, Prunella Scales, Sylvia Barter, Dido Miles, Lucy Robinson, Guy Henry, Alistair Petrie","marriage proposal, make a match, marriage proposal, make a match, marriage proposal, make a match, marriage proposal, make a match",United Kingdom,54.7023545,-3.2765753,18
Les Miserables,1998,1815-1832,1815,1832,France,"[80, 18, 36, 10749]",4415,en,"Jean Valjean, a Frenchman imprisoned for stealing bread, must flee a police officer named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",11.162,Les Misérables,FALSE,7.2,475,"['Crime', 'Drama', 'History', 'Romance']","Liam Neeson, Geoffrey Rush, Uma Thurman, Claire Danes, Hans Matheson, Peter Vaughan, Jon Kenny, Gillian Hanna, Sylvie Koblížková, Mimi Newman, Ian Cregg, Shane Hervey, Lennie James, Julian Rhind-Tutt, Kelly Hunter, Toby Jones, Alex Norton, Edward Tudor-Pole, Kathleen Byron, Patsy Byrne, Václav Chalupa, Ben Crompton, Paola Dionisotti","paris, france, falsely accused, based on novel or book, prisoner, blackmail, french revolution, motherly love, 19th century, altruism",France,46.603354,1.8883335,35
The Count of Monte Cristo,2002,1815-1831,1815,1831,France,[12],11362,en,"Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.",30.559,The Count of Monte Cristo,FALSE,7.6,1364,['Adventure'],"Jim Caviezel, Guy Pearce, Richard Harris, James Frain, Dagmara Domińczyk, Michael Wincott, Luis Guzmán, Christopher Adamson, J. B. Blanc, Henry Cavill, Zahara Moufid, Katherine Holme, Helen McCrory","loss of loved one, based on novel or book, marseille, france, treasure, lover (female), ex-lover, napoleon bonaparte, sword fight, prison escape, torture, period drama, historical, swashbuckler, betrayal by friend, 19th century",France,46.603354,1.8883335,30
Les Miserables,2012,1815-1832,1815,1832,France,"[36, 18]",82695,en,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",24.034,Les Misérables,FALSE,7.3,4565,"['History', 'Drama']","Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried, Sacha Baron Cohen, Helena Bonham Carter, Eddie Redmayne, Aaron Tveit, Samantha Barks, Daniel Huttlestone, Cavin Cornwall, Josef Altin, David Hawley, Adam Jones, John Barr, Tony Rohr, Richard Dixon, Andy Beckwith, Stephen Bent, Colm Wilkinson, Georgie Glen, Heather Chasen, Paul Thornley, Paul Howell, Stephen Tate, Michael Jibson, Kate Fleetwood, Hannah Waddingham, Clare Foster, Kirsty Hoiles, Jenna Boyd, Alice Fearn, Alison Tennant, Marilyn Cutts, Cathy Breeze, John Albasiny, Bertie Carvel, Tim Downie, Andrew Havill, Dick Ward, Nicola Sloane, Daniel Evans, David Stoller, Ross McCormack, Jaygann Ayeh, Adrian Scarborough, Frances Ruffelle, Lynne Wilmot, Charlotte Spencer, Julia Worsley, Keith Dunphy, Ashley Artus, John Surman, David Cann, James Simmons, Polly Kemp, Ian Pirie, Adam Pearce, Julian Bleach, Marc Pickering, Isabelle Allen, Natalya Wallace, Phil Snowden, Hadrian Delacey, Lottie Steer, Sam Parks, Mark Donovan, Lewis Kirk, Leighton Rafferty, Peter Mair, Jack Chissick, Dianne Pilkington, Robyn North, Norma Atallah, Patrick Godfrey, Mark Roper, Paul Leonard, Miles Roughley, Cameron Strefford, Alfie Davis, Joseph West, Joel Phillimore, Jacqueline Dankworth, Amelia Jefford, Chris Barnes, Richard Cordery, Killian Donnelly, Fra Fee, Gabriel Vick, George Blagden, Hugh Skinner, Stuart Neal, Alistair Brammer, Iwan Lewis, Katy Secombe, Hadley Fraser, Linzi Hateley, Gemma Wardle, Gina Beck, Katie Hall, Lisa Hull, Andrea Deck, Jessica Duncan, Kerry Ingram, John Warnaby, Mike Sarne, Freya Parks, Richard Bremmer, Alexander Brooks, Eleanor Bruce, Emma Dukes, Stephen Matthews, Peter Saracen, Sebastian Sykes, Phil Zimmerman, Bessie Carter, Helen Cotterill, Tricia Deighton, Mandy Holliday, Charlotte Hope, Jackie Marks, Sara Pelosi, Mary Roscoe, Amelia Scaramucci, Caroline Sheen, Rachael Archer, Lorna Brown, Antonia Clarke, Mary Cormack, Sonya Cullingford, Holly Dale Spencer, Amy Griffiths, Fania Grigoriou, Amanda Henderson, Alexia Khadime, Luisa Lazzaro, Gemma O'Duffy, Amy Ellen Richardson, Olivia Rose-Aaron, Robyn Miranda Simpson, Rachel Stanley, Nancy Sullivan, Rebecca Sutherland, Tabitha Webb, Gerard Bentall, Tony Bignell, Michael Cahill, Richard Colson, Kerry Ellis, Simon Fisher-Becker, Sarah Flind, Kelly-Anne Gower, James Greene, Nick Holder, Chris Howell, Alison Jiear, Terence Keely, Martin Marquez, Sally Mates, Jeff Nicholson, Adam Searles, Simon Shorten, Juliet Alderice, Sean Buckley, Valerie Cutko, Spike Grimsey, Matt Harrop, Georgina Jackson, Perry Millward, Phil Philmar, Joyce Springer, Julie Stark, Dominic Applewhite, Matthew Corner, Andy Coxon, Jonathan Dudley, Rhidian Marc, Chris Milford, Jamie Muscato, Joseph Peters, David Roberts, Stevee Davies, Jonny Purchase, Matt Seadon Young, Jos Slovick, Samuel J. Weir, Sophie Huchinson, Ella Hunt, Claire Machin, Brenda Moore, Mischa Purnell, Annette Yeo, Josephine Darvill-Mills, Jennifer Essex, Vicky Evans, Edward Lewis French, Nigel Garton, Lynn Jezzard, Nicholas Keegan, Steve Kirkham, Vanessa Lee Hicks, Ian Parsons, Gemma Payne, Clinten Pearce, Claire Piquemal, Aaron Sillis, Ian Waller","france, robbery, brothel, mayor, musical, arrest, army, barricade, rebellion, wedding, falling in love, corpse, parole, convict, girl disguised as boy, 19th century",France,46.603354,1.8883335,52
Emma,2020,early 1900 ,1815,1815,UK,[],878938,it,,0.652,Emma,FALSE,0,0,[],Francesca Laino,,United Kingdom,54.7023545,-3.2765753,0
Persuasion,1995,early 1900 ,1817,1817,UK,"[18, 10749]",17015,en,"This film adaptation of Jane Austen's last novel follows Anne Elliot, the daughter of a financially troubled aristocratic family, who is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful and perhaps still in love with Anne.",8.701,Persuasion,FALSE,7.2,98,"['Drama', 'Romance']","Amanda Root, Ciarán Hinds, Susan Fleetwood, Fiona Shaw, John Woodvine, Phoebe Nicholls, Samuel West, Sophie Thompson, Judy Cornwell, Simon Russell Beale, Felicity Dean, Roger Hammond, Victoria Hamilton, Emma Roberts, Robert Glenister, Richard McCabe, Helen Schlesinger, Jane Wood, David Collings, Darlene Johnson, Cinnamon Faye, Isaac Maxwell-Hunt, Roger Llewellyn, Sally George, Lonnie James, Corin Redgrave","captain, napoleonic wars, old flame, admiral",United Kingdom,54.7023545,-3.2765753,30
Northanger Abbey,2007,early 1900 ,1817,1817,UK,"[10749, 18, 10770]",18093,en,A young woman's penchant for sensational Gothic novels leads to misunderstandings in the matters of the heart.,14.797,Northanger Abbey,FALSE,6.8,247,"['Romance', 'Drama', 'TV Movie']","Felicity Jones, Carey Mulligan, J.J. Feild, Geraldine James, Sylvestra Le Touzel, Desmond Barrit, William Beck, Gerry O'Brien, Liam McMahon, Catherine Walker, Liam Cunningham, Michael Judd, Julia Dearden, David Brittain, Patrick Ryan, Mal Whyte, Myles Breen, Bernadette McKenna, Shauna Taylor, Sophie Vavasseur, Hugh O'Conor, Anne Fitzpatrick, Mark Dymond","period drama, costume drama, period drama, costume drama",United Kingdom,54.7023545,-3.2765753,6
Persuasion,2007,early 1900 ,1817,1817,UK,"[10749, 18, 10770]",13949,en,Persuasion is the newest adaptation of the classic Jane Austen novel of the same name published in 1818. Anne falls deeply in love with handsome young naval officer Frederick Wentworth at the age of nineteen.,15.297,Persuasion,FALSE,7.3,217,"['Romance', 'Drama', 'TV Movie']","Sally Hawkins, Rupert Penry-Jones, Alice Krige, Anthony Stewart Head, Julia Davis, Mary Stockley, Nicholas Farrell, Tobias Menzies, Jennifer Higham, Joseph Mawle, Sam Hazeldine, Peter Wight, Marion Bailey, Finlay Robertson","love triangle, poetry, captain, navy, love",United Kingdom,54.7023545,-3.2765753,13
Bright Star,2009,1818-1821,1818,1821,England,"[18, 10749]",29963,en,"In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife.",14.176,Bright Star,FALSE,6.6,344,"['Drama', 'Romance']","Abbie Cornish, Ben Whishaw, Paul Schneider, Kerry Fox, Edie Martin, Thomas Brodie-Sangster, Claudie Blakley, Gerard Monaco, Antonia Campbell-Hughes, Samuel Roukin, Amanda Hale, Lucinda Raikes, Samuel Barnett, Jonathan Aris, Olly Alexander, Roger Ashton-Griffiths, Eileen Davies, Sebastian Armesto, Adrian Schiller, Theresa Watson, Vincent Franklin","london, england, poet, duringcreditsstinger, woman director, 19th century","England, United Kingdom",52.5310214,-1.2649062,26
Peterloo,2018,1819,1819,1819,England,"[36, 18]",399440,en,"An epic portrayal of the events surrounding the infamous 1819 Peterloo Massacre, where a peaceful pro-democracy rally at St Peter’s Field in Manchester turned into one of the bloodiest and most notorious episodes in British history. The massacre saw British government forces charge into a crowd of over 60,000 that had gathered to demand political reforms and protest against rising levels of poverty.",13.439,Peterloo,FALSE,6.9,100,"['History', 'Drama']","Rory Kinnear, Maxine Peake, Pearce Quigley, David Moorst, Rachel Finnegan, Tom Meredith, Simona Bitmate, Robert Wilfort, Karl Johnson, Sam Troughton, Roger Sloman, Kenneth Hadley, Tom Edward-Kane, Lizzy McInnerny, Alastair Mackenzie, Neil Bell, Lisa Millett, Philip Jackson, John Paul Hurley, Tom Gill, Lizzie Frain, Harry Hepple, Ian Mercer, Adam Long, Nico Mirallegro, Danny Kirrane, Johnny Byrom, Victor McGuire, Stephen Wight, Ryan Pope, Dorothy Atkinson, Tim McInnerny, Marion Bailey, Vincent Franklin, Jeff Rawle, Eileen Davies, Philip Whitchurch, Martin Savage, Al Weaver, David Bamber, David Fielder, Fine Time Fontayne, Robert Gillespie, Jonathan Jaynes, Nicholas Lumley, Shaun Prendergast, Alan Williams, Dorothy Duffy, Victoria Moseley, Christine Bottomley, Samantha Edwards, Julie Hesmondhalgh, Kate Rutter, Katie West, Joseph Kloska, Leo Bill, Brian Fletcher, Gary Cargill, Patrick Kennedy, Guy Williams, Ben Crompton, Bryony Miller, Lee Boardman, Steve Garti, Leo Ashton, Alicia Turner, Elsie Kirk, Florence Kirk, Darren Scott, Michael Culkin, Laura Elphinstone, Julie Riley, Kieran O'Brien, Noreen Kershaw, Jim English, Adam Shaw, Bob Goody, Sam Graham, Tilly Vosburgh, David Hounslow, Steve Huison, Jeremy Todd, Paul Bown, Paul Popplewell, Moya Brady, Jane Hazlegrove, Hayley Jayne Standing, Kate O'Flynn, Gerard Kearns, John Branwell, Isla Nield, Philip Martin Brown, James Benson, Sidney Livingstone, David Walmsley, James Dryden, Bronwyn James, Polly Hemingway, Steve Cain, Sarah Crowden, Miles Richardson, Graham Seed, Tim Barker, Mark Ryan, Mark Sheals, Paul Greenwood, Malcolm Ridley, Michael Cahill, Alex McNally, Jonathan Oliver, Jimmy Fairhurst, Paul Kynman, Nick Moss, Dan Poole, Tristram Davies, Charlie Tighe, Michael Chadwick, Oliver Devoti, Ian Davies, Lee Bainbridge, Dan Bottomley, Liam Gerrard, Scott Haining, Ian Conningham, James Dangerfield, Thomas Dyer-Blake, William Fox, Richard Glaves, David Heywood, Andrew Jarvis, Gary Mitchinson, Simon Nock, Jack Quarton, Andrew Roberts-Palmer, Steve Rollins, Hamish Rush, Gareth Williams, Dan Willis, Oliver Ashworth, Tony Mooney, Christopher McMullen, Teresa Mahoney, Mary West, Jessie Vinning, Eloise Henwood, Jason Lines, Rachel Davies",,"England, United Kingdom",52.5310214,-1.2649062,53
In the Heart of the Sea,2015,1820-1850,1820,1850,Essex,"[53, 18, 12, 28, 36]",205775,en,"In the winter of 1820, the New England whaling ship Essex is assaulted by something no one could believe—a whale of mammoth size and will, and an almost human sense of vengeance.",29.295,In the Heart of the Sea,FALSE,6.7,3360,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']","Chris Hemsworth, Benjamin Walker, Cillian Murphy, Brendan Gleeson, Ben Whishaw, Michelle Fairley, Tom Holland, Paul Anderson, Frank Dillane, Joseph Mawle, Edward Ashley, Sam Keeley, Osy Ikhile, Gary Beadle, Jamie Sives, Morgan Chetcuti, Charlotte Riley, Nicholas Jones, Donald Sumpter, Richard Bremmer, Jordi Mollà, Hayley Joanne Bacon, Andrew Crayford, Claudia Newman, Daniel Westwood, Andy Wareham, Stephanie Jacob, Robert J. Fraser, Saffron Mcintyre","suicide, ocean, sea, hunger, shipwreck, ship, whale, based on true story, stranded, survival, cannibal, whaling, death, new england, lost at sea, whaling ship, starvation, 19th century, whale oil, nantucket","Essex, England, United Kingdom",51.77046785,0.464669774,39
Bouboulina,1959,1821-1829,1821,1829,Greece,"[12, 18, 36, 10752]",536581,el,"The life and action of Laskarina Bouboulina. Captain Lascarina decides to organize the revolution in Spetses and to participate herself, despite her double widowhood. In the struggle for the liberation of Greece, she gives all her property and fighting along with her lads.",0.962,Bouboulina,FALSE,8,1,"['Adventure', 'Drama', 'History', 'War']","Irene Papas, Koula Agagiotou, Andreas Barkoulis, Gikas Biniaris, Giorgos Foras, Vasilis Kanakis, Nikos Kourkoulos, Artemis Matsas, Miranta Myrat, Christoforos Nezer, Yiorgos Olimbios, Dionysis Papagiannopoulos, Koulis Stoligas, Nikos Tsachiridis, Grigoris Vafias",biography,Ελλάς,38.9953683,21.9877132,11
The Revenant,2015,1823,1823,1823,Montanta,"[37, 18, 12]",281957,en,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",53.912,The Revenant,FALSE,7.5,15533,"['Western', 'Drama', 'Adventure']","Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck, Duane Howard, Arthur RedCloud, Melaw Nakehk'o, Grace Dove, Lukas Haas, Paul Anderson, Kristoffer Joner, Joshua Burge, Fabrice Adde, Christopher Rosamond, Robert Moloney, Brendan Fletcher, Tyson Wood, McCaleb Burnett, Vincent Leclerc, Stephane Legault, Emmanuel Bilodeau, Cole Vandale, Tom Guiry, Scott Olynek, Amelia Crow Show, Peter Strand Rumpel, Timothy Lyle, Kory Grim, Anthony Starlight, Jamie Medicine Crane, Veronica Marlowe, Clarence Hoof, Dion Little Child, Blake Wildcat, Paul Young Pine, Cody Big Tobacco, Dallas Young Pine, Chesley Wilson, Michael Fraser, Scott Duncan, Mariah Old Shoes, Adrian Glynn McMorran, Isaiah Tootoosis, Alex Bisping, Chris Ippolito, Jeffrey Olynek, C. Adam Leigh, Kevin Corey, Daniel Rampanen, Javier Botet, Haysam Kadri, Jordan Crawford, David Rampanen, Brad Carter, Rootie J. Boyd, Ray Chase, Glenn Ennis, Charles Fathy, Mark Krysko, Stephen Richard Lofstrom, T. Michael Morris, Bruno Stephane, Jay Tavare, Michael Villar, Jay Cardinal Villeneuve, Del Zamora, Duff Zayonce, Tighe Gill, AJ Taylor","rape, based on novel or book, parent child relationship, mountain, winter, grizzly bear, wilderness, forest, fur trapping, frontier, liar, based on true story, remake, revenge, murder, gore, native american, survival, bear, snow, scalping, wild west, bear attack, indian attack, dead horse, starvation, 19th century, final battle, wolves, dreamy, child killing",,,,14
Copying Beethoven,2006,1824,1824,1824,Germany,[18],1590,en,"A fictionalised exploration of Beethoven's life in his final days working on his Ninth Symphony. It is 1824. Beethoven is racing to finish his new symphony. However, it has been years since his last success and he is plagued by deafness, loneliness and personal trauma. A copyist is urgently needed to help the composer. A fictional character is introduced in the form of a young conservatory student and aspiring composer named Anna Holtz. The mercurial Beethoven is skeptical that a woman might become involved in his masterpiece but slowly comes to trust in Anna's assistance and in the end becomes quite fond of her. By the time the piece is performed, her presence in his life is an absolute necessity. Her deep understanding of his work is such that she even corrects mistakes he has made, while her passionate personality opens a door into his private world.",11.267,Copying Beethoven,FALSE,6.4,131,['Drama'],"Ed Harris, Diane Kruger, Matthew Goode, Phyllida Law, Ralph Riach, Bill Stewart, Angus Barnett, Viktoria Dihen, Matyelok Gibbs, Karl Johnson, Joe Anderson","composer, classical music, woman director, fictional biography, 19th century",Deutschland,51.0834196,10.4234469,15
The Deceivers,1988,1825,1825,1825,India,"[12, 18]",41968,hi,"India, 1825: the country lives in mortal fear of cult members known as the “Deceivers."" They commit robbery and ritualistic murder. Appalled by their activities, an English military man, Captain William Savage, conceives a hazardous plot to stop them. In disguise, he plans to himself become a “Deceiver” and infiltrate their numbers. Ever present in Savage’s adventures is a sense of dread; he is in constant fear of betrayal and vengeance and also undergoes a disturbing psychological transformation as he experiences the cult’s blood lust firsthand.",4.495,The Deceivers,FALSE,5.7,19,"['Adventure', 'Drama']","Pierce Brosnan, Shashi Kapoor, Saeed Jaffrey, Helena Michell, Keith Michell, David Robb, Tariq Yunus, Jalal Agha, Gary Cady, Salim Ghouse, Neena Gupta, Nayeem Hafizka, Bijaya Jena, Goga Kapoor","muslim, secret society, hindu, tiger, arrest, revenge, murder, colonel, wedding, india, 19th century, muslim, secret society, hindu, tiger, arrest, revenge, murder, colonel, wedding, india, 19th century, muslim, secret society, hindu, tiger, arrest, revenge, murder, colonel, wedding, india, 19th century, muslim, secret society, hindu, tiger, arrest, revenge, murder, colonel, wedding, india, 19th century",India,22.3511148,78.6677428,15
Veer,2010,1825,1825,1825,India,"[28, 10749]",30886,hi,"A Pindari Prince goes to England to study military tactics so that he can avenge his people, but while there, he falls in love.",6.516,Veer,FALSE,5.5,38,"['Action', 'Romance']","Salman Khan, Mithun Chakraborty, Jackie Shroff, Sohail Khan, Raj Khatri, Raj Premi, Zareen Khan, Puru Raaj Kumar, Lisa Lazarus, Tim James Lawrence, Bianca Bree, Karmveer Choudhary, Khurram Tejrar, Gita Soto, Neena Gupta, Aryan Vaid, Bharat Dabholkar, Bunny Anand, Shahbaz Khan, Militza Radmilovic, Charissa Glidden, Roy Bronsgeest, Taylor Wright, Luke Groves, Fiona Grace, Christoph Beiter, Clay Mohr, Rishabh Jain",,India,22.3511148,78.6677428,2
Immortal Beloved,1994,1827,1827,1827,Germany,"[18, 10402, 10749]",13701,en,"A chronicle of the life of infamous classical composer Ludwig van Beethoven and his painful struggle with hearing loss. Following Beethoven's death in 1827, his assistant, Schindler, searches for an elusive woman referred to in the composer's love letters as ""immortal beloved."" As Schindler solves the mystery, a series of flashbacks reveal Beethoven's transformation from passionate young man to troubled musical genius.",13.174,Immortal Beloved,FALSE,7.1,253,"['Drama', 'Music', 'Romance']","Gary Oldman, Jeroen Krabbé, Isabella Rossellini, Johanna ter Steege, Marco Hofschneider, Miriam Margolyes, Barry Humphries, Valeria Golino, Gerard Horan, Christopher Fulford, Luigi Diberti, Michael Culkin, Sandra Voe, Bernard Rose, Alexandra Pigg, Donal Gibson, Matthew North, Geno Lechner, Claudia Solti, Rory Edwards, Hannes Flaschberger, Leo Faulkner, Fintan McKeown, Everton Nelson, Jindra Petráková, Marek Vašut, Hugo Kaminský, Stanislav Behal, Arnoštka Mohelská, Stepan Hlatky, Gordon Lovitt, Anna Kolinska, Johan Kolinsky, Josef Kolínský, Jan Kuželka, Barbora Srncová, Bruce Davey","composer, deaf, letter, biography, sister-in-law, character study, uncle nephew relationship, für elise, ludwig van beethoven",Deutschland,51.0834196,10.4234469,25
The Enigma of Kaspar Hauser,1974,1828-1833,1828,1833,Germany,"[18, 36]",11710,de,"The film follows Kaspar Hauser (Bruno S.), who lived the first seventeen years of his life chained in a tiny cellar with only a toy horse to occupy his time, devoid of all human contact except for a man who wears a black overcoat and top hat who feeds him.",7.204,The Enigma of Kaspar Hauser,FALSE,7.5,226,"['Drama', 'History']","Bruno S., Walter Ladengast, Brigitte Mira, Willy Semmelrogge, Kidlat Tahimik, Hans Musäus, Michael Kroecher, Henry van Lyck, Enno Patalas, Volker Elis Pilgrim, Volker Prechtel, Gloria Doer, Helmut Döring, Andi Gottwald, Herbert Achternbusch, Wolfgang Bauer, Walter Steiner, Clemens Scheitz, Johannes Buzalski, Willy Meyer-Fürst, Florian Fricke, Alfred Edel, Franz Brumbach, Herbert Fritsch, Wilhelm Bayer, Peter Gebhart, Otto Heinzle, Dorothea Kraft, Dr. Walter Pflaum, Dr. Heinz Niemöller, Peter-Udo Schönborn, Markus Weller, Reinhard Hauff","liberation, nuremberg, germany, curious",Deutschland,51.0834196,10.4234469,2
The Horseman on the Roof,1995,1832,1832,1832,France,"[18, 10749]",11876,fr,"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.",9.35,The Horseman on the Roof,FALSE,6.4,101,"['Drama', 'Romance']","Juliette Binoche, Olivier Martinez, Pierre Arditi, François Cluzet, Gérard Depardieu, Jean Yanne, Isabelle Carré, Claudio Amendola, Christiane Cohendy, Tony Lemiere, Carlo Cecchi, Laura Marinoni, Paul Freeman, Yolande Moreau, Daniel Russo, Françoise Hubert, Richard Sammel, Georges Neri, Hervé Pierre, Marie Albe, Antonin Lebas-Joly, Jacques Sereys, Elisabeth Margoni, Christophe Odent, Jean-Marie Winling, Michel Bellier, Stéphane Boucher, Yvonne Gamy, Joëlle Sevilla","based on novel or book, italian, new love, provence, horse, exile, cholera, 19th century",France,46.603354,1.8883335,14
The Empress Dowager,1975,1835-1908,1835,1908,China,"[28, 12, 18]",232569,zh,"This dragon lady of the Ching Dynasty was the power behind the throne for 50 years, and hew vast tapestry of palace intrigues is vividly brought to the screen in this memorable epic.",1.462,The Empress Dowager,FALSE,7,1,"['Action', 'Adventure', 'Drama']","Lisa Lu, Ti Lung, Hsiao Yao, Miao Tien, David Chiang, Ivy Ling Po, Tanny Tien-Ni, Chen Ping, Shum Lo, Cheung Ying, Ku Feng, Hao Li-Jen, Lee Pang-Fei, Yeung Chi-Hing, Ou-Yang Sha-Fei, Cheng Miu, Fuk Yan-Cheng, Tin Ching",,中国,35.000074,104.999927,23
